time,x,y,yaw
421.44,2.9635393449956e-14,1.5520063085235053e-30,-9.259362156623869e-16
421.46,2.963539620741119e-14,1.5520037552954618e-30,-9.259407107831236e-16
421.48,2.963539814974228e-14,1.5520019568093547e-30,-9.259414153085818e-16
421.5,2.963540075223062e-14,1.5519995470473562e-30,-9.259508360402076e-16
421.52,2.963540280260094e-14,1.55199764850885e-30,-9.25947803365132e-16
421.54,2.9635406841855995e-14,1.5519939083907785e-30,-9.259380655598583e-16
421.56,2.963540497741764e-14,1.5519956347447375e-30,-9.259380132187637e-16
421.58,2.9635407968550016e-14,1.5519928651850085e-30,-9.259162932348225e-16
421.6,2.9635407754605675e-14,1.5519930632858294e-30,-9.25904872125033e-16
421.62,2.9635410923799646e-14,1.5519901289331361e-30,-9.25898876719423e-16
421.64,2.963541407599999e-14,1.551987210312832e-30,-9.25896701535047e-16
421.66,2.9635417674153467e-14,1.5519838787869346e-30,-9.258975897184942e-16
421.68,2.963542084892508e-14,1.551980939297882e-30,-9.258788487889385e-16
421.7,2.963542451993108e-14,1.5519775403547954e-30,-9.258927909435802e-16
421.72,2.963542555971742e-14,1.5519765776283023e-30,-9.258954196394207e-16
421.74,2.963542587012374e-14,1.5519762902282001e-30,-9.25899432542597e-16
421.76,2.963542964707122e-14,1.5519727931552975e-30,-9.258947848164657e-16
421.78,2.9635425648049666e-14,1.5519764958028738e-30,-9.258834704523361e-16
421.8,2.963543042480915e-14,1.5519720730812064e-30,-9.258862789805847e-16
421.82,2.963543417522955e-14,1.5519686006298451e-30,-9.25881629676353e-16
421.84,2.963543483193223e-14,1.5519679925987839e-30,-9.258784057469206e-16
421.86,2.9635434578548085e-14,1.551968227203118e-30,-9.258736129134703e-16
421.88,2.963543516105477e-14,1.5519676878688253e-30,-9.258807744517825e-16
421.9,2.9635439535369e-14,1.5519636377247872e-30,-9.25893793597955e-16
421.92,2.9635437936754814e-14,1.5519651178759954e-30,-9.258813114955072e-16
421.94,2.963544043744477e-14,1.5519628025314966e-30,-9.25880475176793e-16
421.96,2.9635441602424214e-14,1.5519617239143933e-30,-9.258640279339675e-16
421.98,2.963544279172703e-14,1.5519606227684617e-30,-9.258596635571912e-16
422.0,2.963544414392446e-14,1.5519593708274646e-30,-9.258546272481177e-16
422.02,2.963544661927094e-14,1.5519570790128593e-30,-9.258543156248203e-16
422.04,2.9635451523630103e-14,1.5519525382848957e-30,-9.258622489749392e-16
422.06,2.9635455233113855e-14,1.551949103790918e-30,-9.258770900327011e-16
422.08,2.963545942953944e-14,1.5519452184326783e-30,-9.258737609448443e-16
422.1,2.963546218883944e-14,1.5519426636577295e-30,-9.258757936058626e-16
422.12,2.963546560587215e-14,1.551939499889188e-30,-9.258862157162909e-16
422.14,2.963546412879873e-14,1.551940867487101e-30,-9.258876444690084e-16
422.16,2.963547150790878e-14,1.5519340352317759e-30,-9.259012737345465e-16
422.18,2.963547201355457e-14,1.5519335670562676e-30,-9.259000397482259e-16
422.2,2.963547389121042e-14,1.5519318285403963e-30,-9.259073148234385e-16
422.22,2.9635476844084154e-14,1.5519290944609883e-30,-9.258994771059963e-16
422.24,2.9635482060413625e-14,1.5519242646413097e-30,-9.259111635929962e-16
422.26,2.963548263639215e-14,1.5519237313336329e-30,-9.259194081293836e-16
422.28,2.963548723450414e-14,1.5519194739030448e-30,-9.259038067440835e-16
422.3,2.963548703412727e-14,1.5519196594339837e-30,-9.258961825212273e-16
422.32,2.9635491518471394e-14,1.5519155074332134e-30,-9.258879040746757e-16
422.34,2.963549459859118e-14,1.5519126555754195e-30,-9.258828866133194e-16
422.36,2.9635495398642507e-14,1.5519119148177056e-30,-9.258746973454737e-16
422.38,2.9635499754985776e-14,1.5519078813732405e-30,-9.258811148722895e-16
422.4,2.963550151335622e-14,1.5519062533168892e-30,-9.258786037614208e-16
422.42,2.963550275022962e-14,1.5519051081223003e-30,-9.258761968631166e-16
422.44,2.963550305753337e-14,1.5519048235957643e-30,-9.25886767664154e-16
422.46,2.963550433379989e-14,1.5519036419142675e-30,-9.259054924658113e-16
422.48,2.963550213237485e-14,1.5519056802254367e-30,-9.259043913990033e-16
