time,x,y,yaw
25.62,0.0,0.0,-6.169782714838201e-16
25.64,-0.029656047671505075,0.02258429082127441,-0.13594082429341517
25.66,-0.05916510027001624,0.04516858164254882,-0.2718816485868297
25.68,-0.08916117479884995,0.06775287246382324,-0.40782247288024426
25.7,-0.11795947073530624,0.08960523047266017,-0.5395526391333628
25.72,-0.11834072319150418,0.08911487019414313,-0.5427497695666751
25.74,-0.11833836169537079,0.08862450991562609,-0.5459468999999874
25.76,-0.11839705320342254,0.08813414963710904,-0.5491440304332995
25.78,-0.11360710510924413,0.08959703759923227,-0.5599204104449221
25.8,-0.03409968816489373,0.11989537875491044,-0.6825878916030126
25.82,0.04489860321568139,0.15019371991058858,-0.8052553727611028
25.84,0.12374822550454766,0.18049206106626675,-0.9279228539191932
25.86,0.19536016119998117,0.20790139256312895,-1.0389185058410881
25.88,0.1950741374398035,0.2078404399109929,-1.0389320207948833
25.9,0.19518574038091938,0.20777948725885684,-1.0389455357486785
25.92,0.1953345845011843,0.2077185346067208,-1.038959050702474
25.94,0.19553408448626902,0.1981391061739213,-1.036540221195849
25.96,0.1987819086002162,0.12305914087867166,-1.0173834315721657
25.98,0.20169454405047382,0.04797917558342199,-0.9982266419484824
26.0,0.20523170034795477,-0.027100789711827677,-0.979069852324799
26.02,0.20834009028142408,-0.09028455258336611,-0.9630853851244907
26.04,0.20775901093873572,-0.09035743644295895,-0.9639304950881897
26.06,0.2077244110869379,-0.0904303203025518,-0.9647756050518886
26.08,0.20788385393519604,-0.09050320416214465,-0.9656207150155878
26.1,0.21708765874719224,-0.07556686350047517,-0.9423758070113887
26.12,0.2645302454007692,0.003222823361693339,-0.8166453738488877
26.14,0.31140088067878535,0.08201251022386187,-0.6909149406863867
26.16,0.35842372312939047,0.16080219708603039,-0.5651845075238857
26.18,0.394785743186623,0.22209628487227517,-0.4672988538206389
26.2,0.39494842783363243,0.22209168944928498,-0.4669719237539375
26.22,0.39525610898735875,0.2220870940262948,-0.466644993687236
26.24,0.3959231334603333,0.22208249860330465,-0.4663180636205346
26.26,0.39518944105593135,0.2220958506795926,-0.4661208983843619
26.28,0.3930074486563401,0.22216198105904614,-0.46630533325078594
26.3,0.3908701335654903,0.2222281114384997,-0.46648976811720994
26.32,0.38862495780967266,0.2222942418179532,-0.46667420298363393
26.34,0.3871596710137617,0.22233467810911317,-0.4667860318003897
26.36,0.38752807952092067,0.22231080597700834,-0.46671613863813266
26.38,0.38776631686983165,0.2222869338449035,-0.46664624547587563
26.4,0.38794695549523706,0.2222630617127987,-0.4665763523136186
26.42,0.3665577971211582,0.19544822021827757,-0.5127998051681287
26.44,0.2976176023152627,0.11096409980132357,-0.6586726528459121
26.46,0.22844032591971516,0.026479979384369582,-0.8045455005236957
26.48,0.16006385769904727,-0.05800414103258444,-0.9504183482014792
26.5,0.11509336126717558,-0.11320043970057936,-1.0456746636481478
26.52,0.11590190241501418,-0.11374661876474658,-1.0464821817731194
26.54,0.11635660377025077,-0.1142927978289138,-1.0472896998980905
26.56,0.1166608085784415,-0.114838976893081,-1.0480972180230619
26.58,0.08664243316367708,-0.08873754687706745,-0.8896574998425638
26.6,0.007198750243000397,-0.01927681277011814,-0.47210075079322666
26.62,-0.0720708541988016,0.05018392133683116,-0.05454400174388951
26.64,-0.151473509508652,0.11964465544378047,0.3630127473054477
26.66,-0.198135943463159,0.16032454810967472,0.6081555040315841
26.68,-0.19901482106048451,0.159990322548424,0.6075998200210077
26.7,-0.19949611083746108,0.15965609698717328,0.6070441360104312
26.72,-0.20043464808103945,0.15932187142592255,0.6064884519998546
26.74,-0.16500523749331916,0.18840544045090749,0.546522645377722
26.76,-0.08380279913272783,0.2543151314533508,0.4121853757427711
26.78,-0.002592450030518573,0.3202248224557941,0.27784810610782
26.8,0.07885197683695153,0.38613451345823735,0.14351083647286905
26.82,0.12206430454645639,0.4209085194083874,0.07315276189674233
26.84,0.12243310594131902,0.4213800484077629,0.07328116803072271
26.86,0.1224989897111208,0.42185157740713836,0.07340957416470309
26.88,0.1224528257614508,0.4223231064065138,0.07353798029868347
26.9,0.15376846294876026,0.38080439755796536,-0.008584881413486775
26.92,0.21496132056714665,0.2985403537464072,-0.17052047178085653
26.94,0.2766710157968617,0.216276309934849,-0.3324560621482264
26.96,0.3386269778737112,0.13401226612329084,-0.49439165251559614
26.98,0.3675428399420623,0.09629393633638837,-0.5705566487411603
27.0,0.3680938157878791,0.09663766838201618,-0.5734350060808525
27.02,0.36835297319614296,0.09698140042764397,-0.5763133634205446
27.04,0.3690978224236626,0.09732513247327178,-0.5791917207602367
27.06,0.3627743183523812,0.05823214014275918,-0.5815412043071535
27.08,0.3507562905456585,-0.010494573139911171,-0.5834932791280177
27.1,0.3389461698743421,-0.07922128642258153,-0.5854453539488819
27.12,0.327095553165441,-0.14794799970525185,-0.587397428769746
27.14,0.32312137398633245,-0.17511733996770643,-0.5902587157493079
27.16,0.32377618623673693,-0.17489022041858812,-0.5937193956297115
27.18,0.3246948060890197,-0.1746631008694698,-0.5971800755101153
27.2,0.32502122048996496,-0.17443598132035149,-0.6006407553905191
27.22,0.2540405497628786,-0.1554497125294306,-0.5216424683449769
27.24,0.14257606275356058,-0.12565288273313724,-0.3951245586927502
27.26,0.03107833294551724,-0.09585605293684388,-0.2686066490405235
27.28,-0.08039339599977426,-0.06605922314055052,-0.1420887393882969
27.3,-0.11792666601468417,-0.055943668581509946,-0.10193974772268813
27.32,-0.1185644069340789,-0.05569278250219131,-0.10508067160470652
27.34,-0.119469967273396,-0.05544189642287268,-0.1082215954867249
27.36,-0.1203464763565,-0.05519101034355405,-0.11136251936874329
27.38,-0.13501669760506618,-0.09128743932814436,0.08502989574413207
27.4,-0.1553011735576312,-0.14312166265567475,0.36781699085305103
27.42,-0.17579348433731537,-0.19495588598320518,0.65060408596197
27.44,-0.19651348951198508,-0.24679010931073553,0.9333911810708888
27.46,-0.20187865434052885,-0.261028563374564,1.0126323396535013
27.48,-0.2021688429447803,-0.2613310160112119,1.016423081407801
27.5,-0.20228525348366683,-0.26163346864785986,1.020213823162101
27.52,-0.2022892958272231,-0.26193592128450777,1.0240045649164007
27.54,-0.10963132499651454,-0.2624268656519991,0.6580510416872306
27.56,0.011978525783442944,-0.26297691506543325,0.17615740972659494
27.58,0.13347004995537032,-0.2635269644788675,-0.30573622223404073
27.6,0.25469303015138844,-0.2640770138923016,-0.7876298541946767
27.62,0.2806029909862653,-0.2641083026182521,-0.8870236802855719
27.64,0.28161003191947875,-0.26400418150321314,-0.8865752493571353
27.66,0.2828307192692556,-0.2639000603881742,-0.8861268184286989
27.68,0.2843584638313705,-0.26379593927313527,-0.8856783875002624
27.7,0.2554729348455664,-0.21133455016803196,-0.7558799295168668
27.72,0.22039665646197637,-0.1477459507553751,-0.5985914016810601
27.74,0.18528229052053155,-0.0841573513427182,-0.44130287384525324
27.76,0.15030512439598046,-0.02056875193006135,-0.2840143460094466
27.78,0.14462863067069892,-0.010874353198603937,-0.2667940986001147
27.8,0.14412507663515012,-0.01021350282444143,-0.27305158290519166
27.82,0.14375561560085667,-0.00955265245027892,-0.2793090672102685
27.84,0.1436963611571017,-0.008891802076116409,-0.28556655151534543
27.86,0.049869345188334566,-0.02880886821810283,-0.20733594114045215
27.88,-0.056077671187831364,-0.05131701817050189,-0.11846694888048886
27.9,-0.16232340877050921,-0.07382516812290094,-0.029597956620525587
27.92,-0.2685003342252757,-0.09633331807530002,0.05927103563943771
27.94,-0.2777679939509238,-0.09821262894461129,0.055466268746960534
27.96,-0.2790718984514668,-0.09829535214841939,0.04359044502290503
27.98,-0.2803470043942153,-0.09837807535222749,0.031714621298849534
28.0,-0.2813559239610234,-0.0984607985560356,0.019838797574794044
28.02,-0.28091268198522756,-0.10139376064245782,0.01954560255627836
28.04,-0.2808444835166164,-0.10447167077461984,0.01984143865569403
28.06,-0.27996684680634126,-0.10754958090678186,0.020137274755109704
28.08,-0.279409146515743,-0.1106274910389439,0.020433110854525375
28.1,-0.28067824159624366,-0.11086560864674487,0.021314318645917988
28.12,-0.28182501962156664,-0.11105557427212287,0.022205452094618734
28.14,-0.28267284711109497,-0.11124553989750086,0.023096585543319472
28.16,-0.28278533747761475,-0.112368453708995,0.024186535061176632
28.18,-0.24012635608418703,-0.1745616514873469,0.0382908769978702
28.2,-0.19737029076704934,-0.2367548492656988,0.052395218934563746
28.22,-0.15455094529994967,-0.2989480470440507,0.06649956087125733
28.24,-0.11365315762739177,-0.35827049057452626,0.07995198408568364
28.26,-0.11353954975843078,-0.3590794736091622,0.08011660308276826
28.28,-0.11284626700290695,-0.35988845664379815,0.08028122207985287
28.3,-0.11241596253825024,-0.36069743967843404,0.08044584107693749
28.32,-0.11375085271562116,-0.35741751041442954,0.09330966184180582
28.34,-0.13383967705309105,-0.30612993727104915,0.2552739551755803
28.36,-0.15358834601021926,-0.25484236412766864,0.41723824850935476
28.38,-0.1732958063600786,-0.20355479098428822,0.5792025418431292
28.4,-0.19145145521751197,-0.15789916383192787,0.7229589001528125
28.42,-0.19135482372733006,-0.15771474637828764,0.7197080192273837
28.44,-0.1917471692761051,-0.15753032892464738,0.7164571383019549
28.46,-0.19194009833586684,-0.15734591147100715,0.7132062573765259
28.48,-0.20610240764471432,-0.1527087180705361,0.7154416755892354
28.5,-0.30218666833616215,-0.12115073026372065,0.7508464095081723
28.52,-0.3982681777331401,-0.08959274245690521,0.7862511434271092
28.54,-0.4942884018577851,-0.058034754650089775,0.821655877346046
28.56,-0.5742980292269103,-0.03195173094794217,0.8509559964313336
28.58,-0.5744812235770766,-0.03192286898041898,0.851205583099818
28.6,-0.5746347602426949,-0.03189400701289579,0.8514551697683024
28.62,-0.5749504386673876,-0.031865145045372606,0.8517047564367868
28.64,-0.5628911005792947,-0.04349245873341138,0.8043607727529192
28.66,-0.5057425680399894,-0.1002210936708922,0.5728626574482667
28.68,-0.44796284998995517,-0.156949728608373,0.3413645421436143
28.7,-0.39057581294215393,-0.21367836354585382,0.10986642683896185
28.72,-0.3469319177770631,-0.2569563389870171,-0.06710217676002356
28.74,-0.34742931572368296,-0.25695226088599715,-0.06860360375551716
28.76,-0.34738945649870245,-0.25694818278497716,-0.07010503075101077
28.78,-0.3477509700223485,-0.2569441046839572,-0.07160645774650438
28.8,-0.3274422860489427,-0.2587193635524617,-0.04396181002121775
28.82,-0.25175182553463554,-0.26533463432899257,0.06296368845742258
28.84,-0.17630164427392273,-0.27194990510552336,0.16988918693606292
28.86,-0.10074009758347197,-0.2785651758820542,0.2768146854147033
28.88,-0.04821547698179713,-0.28319859381916107,0.35190335212676843
28.9,-0.048116010173226254,-0.28321930961308917,0.35289276222380345
28.92,-0.04743196952458046,-0.28324002540701737,0.3538821723208385
28.94,-0.04685946271615736,-0.2832607412009455,0.35487158241787353
28.96,-0.03572124573311131,-0.2759853112400511,0.3638812216227697
28.98,-0.0013116351607572263,-0.25404614648182655,0.38900985249854475
29.0,0.03305104910644764,-0.23210698172360206,0.41413848337431974
29.02,0.06743361672565068,-0.21016781696537756,0.4392671142500948
29.04,0.08933366020778583,-0.19637570551654754,0.4561758040248853
29.06,0.08931497075234121,-0.19682045594022402,0.45872026152935147
29.08,0.0898032969135316,-0.1972652063639005,0.46126471903381766
29.1,0.08962733753345516,-0.197709956787577,0.4638091765382838
29.12,0.08881870951929738,-0.18066563082253922,0.47249373783347803
29.14,0.08771434796999839,-0.13691136907781923,0.49055568271862326
29.16,0.08572000300737773,-0.09315710733309927,0.5086176276037685
29.18,0.08391960047764621,-0.04940284558837929,0.5266795724889137
29.2,0.08316004136725129,-0.024463554632983876,0.5372769779309166
29.22,0.08326050766473737,-0.02473023786537927,0.5378743153082723
29.24,0.08323653929083169,-0.02499692109777467,0.5384716526856281
29.26,0.08313792007055454,-0.025263604330170067,0.539068990062984
29.28,0.05519319423303005,0.016178810320418957,0.5418339155272118
29.3,-0.004625636962890327,0.10675594612633917,0.5471523327146813
29.32,-0.06470596489055394,0.19733308193225937,0.552470749902151
29.34,-0.1251396631725616,0.2879102177381796,0.5577891670896205
29.36,-0.15612248210764396,0.3340920854451106,0.5592466548458576
29.38,-0.15673482682807086,0.33422351764256725,0.5566992679973697
29.4,-0.15666199372360498,0.3343549498400239,0.5541518811488818
29.42,-0.156340818921214,0.33448638203748055,0.5516044943003939
29.44,-0.13718616919228266,0.3018308310889245,0.4495105300120995
29.46,-0.09962960046630404,0.23922047997428234,0.25646895333910563
29.48,-0.0623824818670756,0.17661012885964017,0.06342737666611171
29.5,-0.024864119238609622,0.11399977774499802,-0.12961420000688217
29.52,-0.008418544592558625,0.08621014330606791,-0.2164194494062501
29.54,-0.008886541493865679,0.0864201460473163,-0.21779915611163222
29.56,-0.009171992625419113,0.08663014878856469,-0.21917886281701435
29.58,-0.009846986363112115,0.0868401515298131,-0.2205585695223965
29.6,0.014245221485862509,0.05377658033794342,-0.16742299235431
29.62,0.056282802631082575,-0.002793235311881663,-0.07577488292863123
29.64,0.09844717719639845,-0.05936305096170676,0.015873226497047536
29.66,0.14036705603500121,-0.11593286661153186,0.10752133592272634
29.68,0.1561596219023875,-0.13777192770680285,0.14631258620284782
29.7,0.15620042128689055,-0.13811861929497618,0.1523945227260077
29.72,0.15560508152845207,-0.13846531088314953,0.1584764592491676
29.74,0.15560935184198085,-0.13881200247132286,0.16455839577232748
29.76,0.12244140262549918,-0.07722582180330423,0.23785173676956864
29.78,0.06999273520477395,0.017789373194607886,0.34742324348794995
29.8,0.018243494112039238,0.11280456819252002,0.4569947502063312
29.82,-0.033739750216990716,0.20781976319043213,0.5665662569247124
29.84,-0.0502426133412731,0.23746938771529827,0.6046971276462525
29.86,-0.05013511522968735,0.23652402283665874,0.6093895156086714
29.88,-0.05030945623364881,0.2355786579580192,0.61408190357109
29.9,-0.0507333578010141,0.23463329307937963,0.6187742915335089
29.92,-0.05896272390107136,0.240181920400406,0.49015684774225216
29.94,-0.07006083256145887,0.24834592621142904,0.30785044718083376
29.96,-0.0822738213116723,0.25650993202245204,0.12554404661941546
29.98,-0.09402804423878018,0.26467393783347504,-0.05676235394200288
30.0,-0.09713943757654034,0.26688946902806443,-0.10670635787673126
30.02,-0.09758315345030047,0.267064780638208,-0.11125244532780992
30.04,-0.0980263795372701,0.26724009224835155,-0.11579853277888859
