time,x,y,yaw,gyro_bias
108.36,5.583293878786675,-5.29964770233843e-15,-9.491973407443386e-16,0.0
108.38,5.585159816870672,-5.301418845805754e-15,-9.491973407443386e-16,0.0
108.4,5.5864613457945795,-5.302654253599229e-15,-9.491973407443386e-16,0.0
108.42,5.588502306688305,-5.3045915282521156e-15,-9.491973407443386e-16,0.0
108.44,5.591117765014939,-5.3070741143405846e-15,-9.491973407443386e-16,0.0
108.46,5.592954682454715,-5.308817711489587e-15,-9.491973407443386e-16,0.0
108.48,5.594221409952397,-5.310020085861834e-15,-9.491973407443386e-16,0.0
108.5,5.596121385952231,-5.3118235380283555e-15,-9.491973407443386e-16,0.0
108.52,5.598176523175571,-5.313774268815614e-15,-9.491973407443386e-16,0.0
108.54,5.6004584293023685,-5.315940248042999e-15,-9.491973407443386e-16,0.0
108.56,5.602437394102663,-5.317818676168864e-15,-9.491973407443386e-16,0.0
108.58,5.604244872795411,-5.319534330137473e-15,-9.491973407443386e-16,0.0
108.6,5.606298606155914,-5.32148372838186e-15,-9.491973407443386e-16,0.0
108.62,5.608395940942531,-5.323474512983968e-15,-9.491973407443386e-16,0.0
108.64,5.610019279015475,-5.3250153811659356e-15,-9.491973407443386e-16,0.0
108.66,5.611771378764251,-5.326678469588193e-15,-9.491973407443386e-16,0.0
108.68,5.61399922222608,-5.328793132677756e-15,-9.491973407443386e-16,0.0
108.7,5.615824084556622,-5.330525287149131e-15,-9.491973407443386e-16,0.0
108.72,5.617740845956624,-5.3323446719728545e-15,-9.491973407443386e-16,0.0
108.74,5.619753074743765,-5.334254674186578e-15,-9.491973407443386e-16,0.0
108.76,5.621562902572558,-5.3359725579488734e-15,-9.491973407443386e-16,0.0
108.78,5.6235351816559245,-5.3378446400100106e-15,-9.491973407443386e-16,0.0
108.8,5.625986283307847,-5.340171219179909e-15,-9.491973407443386e-16,0.0
108.82,5.627419892513596,-5.341531997225673e-15,-9.491973407443386e-16,0.0
108.84,5.629734265679061,-5.343728794079822e-15,-9.491973407443386e-16,0.0
108.86,5.631722003332633,-5.345615549374689e-15,-9.491973407443386e-16,0.0
108.88,5.633206001931265,-5.34702415689818e-15,-9.491973407443386e-16,0.0
108.9,5.635208302441952,-5.348924735218295e-15,-9.491973407443386e-16,0.0
108.92,5.63681587017928,-5.350450634239634e-15,-9.491973407443386e-16,0.0
108.94,5.639068918323515,-5.352589221546711e-15,-9.491973407443386e-16,0.0
108.96,5.641009675110727,-5.354431382728164e-15,-9.491973407443386e-16,0.0
108.98,5.643721910757504,-5.357005829591557e-15,-9.491973407443386e-16,0.0
109.0,5.6456026303665565,-5.358791003643155e-15,-9.491973407443386e-16,0.0
109.02,5.648389901653582,-5.3614366741367326e-15,-9.491973407443386e-16,0.0
109.04,5.650052929819136,-5.363015216049059e-15,-9.491973407443386e-16,0.0
109.06,5.651250421229411,-5.364151871711256e-15,-9.491973407443386e-16,0.0
109.08,5.652578347553849,-5.365412335847117e-15,-9.491973407443386e-16,0.0
109.1,5.655032813304491,-5.367742108210574e-15,-9.491973407443386e-16,0.0
109.12,5.657460677725751,-5.370046630662922e-15,-9.491973407443386e-16,0.0
109.14,5.658960866999596,-5.37147060633227e-15,-9.491973407443386e-16,0.0
109.16,5.661048231516601,-5.373451927180974e-15,-9.491973407443386e-16,0.0
109.18,5.662811028361684,-5.3751251692586004e-15,-9.491973407443386e-16,0.0
109.2,5.665041111394044,-5.3772419581425554e-15,-9.491973407443386e-16,0.0
109.22,5.66647134398768,-5.378599531117081e-15,-9.491973407443386e-16,0.0
109.24,5.66910229951371,-5.381096827106006e-15,-9.491973407443386e-16,0.0
