time,P_00,P_01,P_02,P_03,P_10,P_11,P_12,P_13,P_20,P_21,P_22,P_23,P_30,P_31,P_32,P_33
43.24,0.010141120000000692,-1.3347454385377124e-19,9.322108886785963e-20,-8.774179045463524e-21,-1.3347454385377124e-19,0.010000501671097914,9.821044040721536e-05,-9.243788060534404e-06,9.322108886785963e-20,9.821044040721536e-05,0.32303144672800915,-0.017795408400000767,-8.774179045463524e-21,-9.243788060534404e-06,-0.017795408400000767,0.0010176400000000865
43.26,0.010141280000000693,-1.336509061636437e-19,3.447351735877349e-20,-5.531752235548849e-21,-1.336509061636437e-19,0.010000475869576668,3.631859875601808e-05,-5.827821042156498e-06,3.447351735877349e-20,3.631859875601808e-05,0.323743710120009,-0.017815761200000765,-5.531752235548849e-21,-5.827821042156498e-06,-0.017815761200000765,0.0010176600000000866
43.28,0.010141440000000694,-1.338033310171546e-19,3.2020237184454683e-20,-5.390813951971738e-21,-1.338033310171546e-19,0.010000475286685242,3.373401484600101e-05,-5.679339501461715e-06,3.2020237184454683e-20,3.373401484600101e-05,0.32445678763200914,-0.01783611440000077,-5.390813951971738e-21,-5.679339501461715e-06,-0.01783611440000077,0.0010176800000000867
43.3,0.010141600000000695,-1.338645229573353e-19,1.7041321030309744e-19,-1.2984309302028528e-20,-1.338645229573353e-19,0.010000570819648143,0.0001795340157289767,-1.3679251663143655e-05,1.7041321030309744e-19,0.0001795340157289767,0.325170679280009,-0.017856468000000767,-1.2984309302028528e-20,-1.3679251663143655e-05,-0.017856468000000767,0.0010177000000000868
43.32,0.010141760000000695,-1.3404516118670917e-19,1.4222072988043087e-19,-1.1423597162867133e-20,-1.3404516118670917e-19,0.010000540513352897,0.00014983262570974354,-1.2035007550599554e-05,1.4222072988043087e-19,0.00014983262570974354,0.32588538508000914,-0.01787682200000077,-1.1423597162867133e-20,-1.2035007550599554e-05,-0.01787682200000077,0.001017720000000087
43.34,0.010141920000000696,-1.342405750101133e-19,8.236866317957929e-20,-8.131421228441442e-21,-1.342405750101133e-19,0.010000494640648649,8.677717440188696e-05,-8.566628749786604e-06,8.236866317957929e-20,8.677717440188696e-05,0.32660090504800926,-0.017897176400000776,-8.131421228441442e-21,-8.566628749786604e-06,-0.017897176400000776,0.001017740000000087
43.36,0.010142080000000697,-1.343386886908898e-19,1.533741522781305e-19,-1.200924004168023e-20,-1.343386886908898e-19,0.010000551275756477,0.00016158299828132426,-1.2651995034312742e-05,1.533741522781305e-19,0.00016158299828132426,0.32731723920000916,-0.017917531200000773,-1.200924004168023e-20,-1.2651995034312742e-05,-0.017917531200000773,0.001017760000000087
43.38,0.010142240000000698,-1.3453966930494837e-19,-9.094486445662631e-20,1.3634287192570285e-21,-1.3453966930494837e-19,0.010000499538317451,-9.581238858645552e-05,1.4364017478050015e-06,-9.094486445662631e-20,-9.581238858645552e-05,0.3280343875520093,-0.01793788640000078,1.3634287192570285e-21,1.4364017478050015e-06,-0.01793788640000078,0.0010177800000000872
43.4,0.010142400000000698,-1.3452721209478019e-19,-2.43993368762345e-19,9.721939189979374e-21,-1.3452721209478019e-19,0.010000672662258736,-0.00025705230966093054,1.0242273943114564e-05,-2.43993368762345e-19,-0.00025705230966093054,0.32875235012000914,-0.017958242000000776,9.721939189979374e-21,1.0242273943114564e-05,-0.017958242000000776,0.0010178000000000873
43.42,0.0101425600000007,-1.3484179294402797e-19,-9.362069597283991e-20,1.5061202229551406e-21,-1.3484179294402797e-19,0.010000501244506342,-9.863143516544751e-05,1.5867303439494213e-06,-9.362069597283991e-20,-9.863143516544751e-05,0.3294711269200093,-0.017978598000000783,1.5061202229551406e-21,1.5867303439494213e-06,-0.017978598000000783,0.0010178200000000874
43.44,0.0101427200000007,-1.348373258314593e-19,-2.4030897484012043e-19,9.500245837761857e-21,-1.348373258314593e-19,0.010000665950706387,-0.0002531707206972116,1.0008715184886617e-05,-2.4030897484012043e-19,-0.0002531707206972116,0.3301907179680092,-0.01799895440000078,9.500245837761857e-21,1.0008715184886617e-05,-0.01799895440000078,0.0010178400000000875
43.46,0.0101428800000007,-1.3479214004606472e-19,-3.460061675215737e-19,1.524526189237131e-20,-1.3479214004606472e-19,0.01000087355491202,-0.00036452500725533445,1.6061214289134367e-05,-3.460061675215737e-19,-0.00036452500725533445,0.3309111232800093,-0.018019311200000786,1.524526189237131e-20,1.6061214289134367e-05,-0.018019311200000786,0.0010178600000000876
43.48,0.010143040000000702,-1.3445525930746706e-19,-5.232184613086861e-19,2.4868031120613926e-20,-1.3445525930746706e-19,0.010001388466081843,-0.0005512220050030805,2.619901052515907e-05,-5.232184613086861e-19,-0.0005512220050030805,0.33163234287200916,-0.018039668400000784,2.4868031120613926e-20,2.619901052515907e-05,-0.018039668400000784,0.0010178800000000877
43.5,0.010143200000000702,-1.3411020096492028e-19,-6.565253796536914e-19,3.208456700686883e-20,-1.3411020096492028e-19,0.010001911992534916,-0.00069166373679351,3.380178771013924e-05,-6.565253796536914e-19,-0.00069166373679351,0.33235437676000923,-0.01806002600000079,3.208456700686883e-20,3.380178771013924e-05,-0.01806002600000079,0.0010179000000000878
43.52,0.010143360000000703,-1.3384073608339788e-19,-7.517067339363057e-19,3.721624369219434e-20,-1.3384073608339788e-19,0.010002355879636108,-0.0007919393593610734,3.920812047683385e-05,-7.517067339363057e-19,-0.0007919393593610734,0.33307722496000935,-0.018080384000000796,3.721624369219434e-20,3.920812047683385e-05,-0.018080384000000796,0.0010179200000000879
43.54,0.010143520000000704,-1.341285763472635e-19,-7.23260725560585e-19,3.563342734755486e-20,-1.341285763472635e-19,0.010002212633670796,-0.0007619708721406878,3.754058910406549e-05,-7.23260725560585e-19,-0.0007619708721406878,0.33380088748800923,-0.018100742400000792,3.563342734755486e-20,3.754058910406549e-05,-0.018100742400000792,0.001017940000000088
43.56,0.010143680000000705,-1.35208383297271e-19,-4.790874537323588e-19,2.2368587674670015e-20,-1.35208383297271e-19,0.010001235033612665,-0.000504729030695208,2.3565792606550165e-05,-4.790874537323588e-19,-0.000504729030695208,0.33452536436000935,-0.018121101200000798,2.2368587674670015e-20,2.3565792606550165e-05,-0.018121101200000798,0.001017960000000088
43.58,0.010143840000000705,-1.3602733972456219e-19,-1.3313241449089973e-19,3.6244190283824326e-21,-1.3602733972456219e-19,0.010000532245241757,-0.00014025788819267096,3.818404111351854e-06,-1.3313241449089973e-19,-0.00014025788819267096,0.33525065559200923,-0.018141460400000795,3.6244190283824326e-21,3.818404111351854e-06,-0.018141460400000795,0.0010179800000000882
43.6,0.010144000000000706,-1.3619030237148532e-19,-1.1919948703719172e-19,2.8673615552762473e-21,-1.3619030237148532e-19,0.010000520560556257,-0.00012557924671777795,3.0208276321420426e-06,-1.1919948703719172e-19,-0.00012557924671777795,0.33597676120000936,-0.0181618200000008,2.8673615552762473e-21,3.0208276321420426e-06,-0.0181618200000008,0.0010180000000000883
43.62,0.010144160000000707,-1.3622902605621997e-19,-2.244304083452289e-19,8.546565737865353e-21,-1.3622902605621997e-19,0.010000639764313925,-0.00023644230626398093,9.003992500825308e-06,-2.244304083452289e-19,-0.00023644230626398093,0.33670368120000926,-0.018182180000000797,8.546565737865353e-21,9.003992500825308e-06,-0.018182180000000797,0.0010180200000000884
43.64,0.010144320000000708,-1.3643157598543733e-19,-1.8498569208338522e-19,6.4096073854598604e-21,-1.3643157598543733e-19,0.01000058637356732,-0.00019488644156790831,6.752660495691645e-06,-1.8498569208338522e-19,-0.00019488644156790831,0.3374314156080094,-0.018202540400000803,6.4096073854598604e-21,6.752660495691645e-06,-0.018202540400000803,0.0010180400000000885
43.66,0.010144480000000709,-1.3668953973080927e-19,1.5565511078842717e-20,-4.404258292885842e-21,-1.3668953973080927e-19,0.010000474603162685,1.639860375781956e-05,-4.639981702258173e-06,1.5565511078842717e-20,1.639860375781956e-05,0.33815996444000923,-0.0182229012000008,-4.404258292885842e-21,-4.639981702258173e-06,-0.0182229012000008,0.0010180600000000886
43.68,0.01014464000000071,-1.366317309108153e-19,-2.601041828749801e-19,1.0439890106965081e-20,-1.366317309108153e-19,0.01000069550600924,-0.0002740254020001917,1.0998650816676706e-05,-2.601041828749801e-19,-0.0002740254020001917,0.33888932771200936,-0.018243262400000806,1.0439890106965081e-20,1.0998650816676706e-05,-0.018243262400000806,0.0010180800000000887
43.7,0.01014480000000071,-1.367252137078683e-19,-2.94245751973398e-19,1.2264611697923273e-20,-1.367252137078683e-19,0.01000075701985358,-0.00030999428605926933,1.2921034616790693e-05,-2.94245751973398e-19,-0.00030999428605926933,0.33961950544000946,-0.01826362400000081,1.2264611697923273e-20,1.2921034616790693e-05,-0.01826362400000081,0.0010181000000000888
43.72,0.010144960000000711,-1.3603744698783207e-19,-5.9827673710509255e-19,2.8583658996474206e-20,-1.3603744698783207e-19,0.010001641597020532,-0.0006302975276310172,3.0113505136939765e-05,-5.9827673710509255e-19,-0.0006302975276310172,0.34035049764000935,-0.018283986000000807,2.8583658996474206e-20,3.0113505136939765e-05,-0.018283986000000807,0.0010181200000000889
43.74,0.010145120000000712,-1.367268851343273e-19,-4.296556332571442e-19,1.9504200573194563e-20,-1.367268851343273e-19,0.010001075258969526,-0.00045265153494869503,2.0548098626045262e-05,-4.296556332571442e-19,-0.00045265153494869503,0.34108230432800946,-0.018304348400000812,1.9504200573194563e-20,2.0548098626045262e-05,-0.018304348400000812,0.001018140000000089
43.76,0.010145280000000713,-1.3695473885350164e-19,-4.0036377058431303e-19,1.7913012249719414e-20,-1.3695473885350164e-19,0.010000995210131003,-0.0004217919218677511,1.8871747191866806e-05,-4.0036377058431303e-19,-0.0004217919218677511,0.3418149255200093,-0.018324711200000808,1.7913012249719414e-20,1.8871747191866806e-05,-0.018324711200000808,0.001018160000000089
43.78,0.010145440000000713,-1.3710767415905453e-19,-4.0029031898703685e-19,1.788989294991305e-20,-1.3710767415905453e-19,0.010000994089467273,-0.0004217145390158158,1.8847390507735944e-05,-4.0029031898703685e-19,-0.0004217145390158158,0.34254836123200944,-0.018345074400000813,1.788989294991305e-20,1.8847390507735944e-05,-0.018345074400000813,0.0010181800000000892
43.8,0.010145600000000714,-1.3693445306784856e-19,-5.161701799244702e-19,2.4070022773256196e-20,-1.3693445306784856e-19,0.010001336581646475,-0.0005437964875878199,2.535829141112115e-05,-5.161701799244702e-19,-0.0005437964875878199,0.3432826114800093,-0.01836543800000081,2.4070022773256196e-20,2.535829141112115e-05,-0.01836543800000081,0.0010182000000000893
43.82,0.010145760000000715,-1.3753259703056505e-19,-3.481762273181145e-19,1.5066314438261838e-20,-1.3753259703056505e-19,0.010000866423999544,-0.0003668112123503031,1.5872689262326823e-05,-3.481762273181145e-19,-0.0003668112123503031,0.34401767628000945,-0.018385802000000815,1.5066314438261838e-20,1.5872689262326823e-05,-0.018385802000000815,0.0010182200000000894
43.84,0.010145920000000716,-1.3761107729161092e-19,-3.8137704752059725e-19,1.6822729183158368e-20,-1.3761107729161092e-19,0.010000943743341185,-0.00040178899702935354,1.77231103175725e-05,-3.8137704752059725e-19,-0.00040178899702935354,0.3447535556480096,-0.01840616640000082,1.6822729183158368e-20,1.77231103175725e-05,-0.01840616640000082,0.0010182400000000895
43.86,0.010146080000000716,-1.3780818255309554e-19,-3.617653376968994e-19,1.575884575935878e-20,-1.3780818255309554e-19,0.010000896088670207,-0.00038112763507450566,1.6602286039909316e-05,-3.617653376968994e-19,-0.00038112763507450566,0.34549024960000946,-0.018426531200000817,1.575884575935878e-20,1.6602286039909316e-05,-0.018426531200000817,0.0010182600000000896
43.88,0.010146240000000717,-1.3760527317513038e-19,-4.976723548132774e-19,2.2982855721790617e-20,-1.3760527317513038e-19,0.01000126985810387,-0.0005243086273535221,2.421293732636039e-05,-4.976723548132774e-19,-0.0005243086273535221,0.34622775815200957,-0.01844689640000082,2.2982855721790617e-20,2.421293732636039e-05,-0.01844689640000082,0.0010182800000000897
43.9,0.010146400000000718,-1.3783550371448304e-19,-4.715215590887136e-19,2.1566569091739135e-20,-1.3783550371448304e-19,0.010001187305233701,-0.0004967581964767805,2.2720848622297162e-05,-4.715215590887136e-19,-0.0004967581964767805,0.34696608132000945,-0.01846726200000082,2.1566569091739135e-20,2.2720848622297162e-05,-0.01846726200000082,0.0010183000000000897
43.92,0.010146560000000719,-1.3824990650368524e-19,-3.68928260926541e-19,1.608891642300539e-20,-1.3824990650368524e-19,0.010000910722901013,-0.00038867393016212644,1.6950022647965736e-05,-3.68928260926541e-19,-0.00038867393016212644,0.34770521912000957,-0.018487628000000825,1.608891642300539e-20,1.6950022647965736e-05,-0.018487628000000825,0.0010183200000000898
43.94,0.01014672000000072,-1.3818628213811466e-19,-4.556393479807411e-19,2.0677391702310952e-20,-1.3818628213811466e-19,0.010001137752551055,-0.0004800259423645661,2.1784080943691034e-05,-4.556393479807411e-19,-0.0004800259423645661,0.3484451715680094,-0.018507994400000824,2.0677391702310952e-20,2.1784080943691034e-05,-0.018507994400000824,0.00101834000000009
43.96,0.01014688000000072,-1.3835375782036295e-19,-4.503477812448944e-19,2.037468072894234e-20,-1.3835375782036295e-19,0.010001121313284888,-0.00047445116195936896,2.1465168363161434e-05,-4.503477812448944e-19,-0.00047445116195936896,0.3491859386800096,-0.01852836120000083,2.037468072894234e-20,2.1465168363161434e-05,-0.01852836120000083,0.00101836000000009
43.98,0.010147040000000721,-1.3829464007050347e-19,-5.227335168288946e-19,2.4189911866756506e-20,-1.3829464007050347e-19,0.010001343595117465,-0.0005507111054683098,2.548459717321515e-05,-5.227335168288946e-19,-0.0005507111054683098,0.3499275204720094,-0.018548728400000825,2.4189911866756506e-20,2.548459717321515e-05,-0.018548728400000825,0.0010183800000000901
44.0,0.010147200000000722,-1.391823968332433e-19,-1.6989143131861412e-19,5.480879578232826e-21,-1.391823968332433e-19,0.01000056832409991,-0.00017898431024405232,5.774225593526052e-06,-1.6989143131861412e-19,-0.00017898431024405232,0.35066991696000954,-0.01856909600000083,5.480879578232826e-21,5.774225593526052e-06,-0.01856909600000083,0.0010184000000000902
44.02,0.010147360000000723,-1.3919953645025435e-19,-2.7171178488480637e-19,1.0861091042152835e-20,-1.3919953645025435e-19,0.010000710267141388,-0.00028625426265073216,1.144239514370723e-05,-2.7171178488480637e-19,-0.00028625426265073216,0.3514131281600097,-0.018589464000000836,1.0861091042152835e-20,1.144239514370723e-05,-0.018589464000000836,0.0010184200000000903
44.04,0.010147520000000724,-1.391987693585216e-19,-3.534910627754367e-19,1.5171096474190495e-20,-1.391987693585216e-19,0.010000871075289177,-0.0003724105068586025,1.5983079411383176e-05,-3.534910627754367e-19,-0.0003724105068586025,0.3521571540880095,-0.018609832400000834,1.5171096474190495e-20,1.5983079411383176e-05,-0.018609832400000834,0.0010184400000000904
44.06,0.010147680000000724,-1.3968063872715212e-19,-1.2108946396424307e-19,2.8867251854415984e-21,-1.3968063872715212e-19,0.010000523415450758,-0.0001275703784307777,3.0412276367924706e-06,-1.2108946396424307e-19,-0.0001275703784307777,0.35290199476000966,-0.018630201200000838,2.8867251854415984e-21,3.0412276367924706e-06,-0.018630201200000838,0.0010184600000000905
44.08,0.010147840000000725,-1.3985142775124318e-19,-9.127210928464996e-20,1.311239927603479e-21,-1.3985142775124318e-19,0.010000503485507047,-9.615714811535034e-05,1.381419723084389e-06,-9.127210928464996e-20,-9.615714811535034e-05,0.35364765019200955,-0.018650570400000836,1.311239927603479e-21,1.381419723084389e-06,-0.018650570400000836,0.0010184800000000906
44.1,0.010148000000000726,-1.3998272405322877e-19,-1.2349975182528497e-19,3.007679920298351e-21,-1.3998272405322877e-19,0.01000052516200323,-0.00013010966900564577,3.168656075184325e-06,-1.2349975182528497e-19,-0.00013010966900564577,0.35439412040000967,-0.01867094000000084,3.007679920298351e-21,3.168656075184325e-06,-0.01867094000000084,0.0010185000000000907
44.12,0.010148160000000727,-1.4007382959597726e-19,-1.8905572266389315e-19,6.4546369804069745e-21,-1.4007382959597726e-19,0.010000589180336574,-0.0001991743071210462,6.800100151297728e-06,-1.8905572266389315e-19,-0.0001991743071210462,0.35514140540000955,-0.01869131000000084,6.4546369804069745e-21,6.800100151297728e-06,-0.01869131000000084,0.0010185200000000908
44.14,0.010148320000000727,-1.3980212357685289e-19,-4.2290267830793636e-19,1.8742417192871924e-20,-1.3980212357685289e-19,0.01000103542852487,-0.00044553715034252616,1.97455433010111e-05,-4.2290267830793636e-19,-0.00044553715034252616,0.3558895052080097,-0.018711680400000843,1.8742417192871924e-20,1.97455433010111e-05,-0.018711680400000843,0.001018540000000091
44.16,0.010148480000000728,-1.3985953581320745e-19,-4.594945025095309e-19,2.0644604823745327e-20,-1.3985953581320745e-19,0.010001134943487786,-0.0004840874313335161,2.1749539255510672e-05,-4.594945025095309e-19,-0.0004840874313335161,0.35663841984000955,-0.018732051200000842,2.0644604823745327e-20,2.1749539255510672e-05,-0.018732051200000842,0.001018560000000091
44.18,0.010148640000000729,-1.3982501814028667e-19,-5.241517041402632e-19,2.401542742780353e-20,-1.3982501814028667e-19,0.010001331308605386,-0.0005522051965813935,2.5300774029740952e-05,-5.241517041402632e-19,-0.0005522051965813935,0.3573881493120097,-0.018752422400000846,2.401542742780353e-20,2.5300774029740952e-05,-0.018752422400000846,0.0010185800000000911
44.2,0.01014880000000073,-1.4015793682769867e-19,-4.622786197553529e-19,2.0747128257619035e-20,-1.4015793682769867e-19,0.010001140571542479,-0.00048702055927890076,2.1857549918281086e-05,-4.622786197553529e-19,-0.00048702055927890076,0.35813869364000983,-0.018772794000000852,2.0747128257619035e-20,2.1857549918281086e-05,-0.018772794000000852,0.0010186000000000912
44.22,0.01014896000000073,-1.4029596559908644e-19,-4.677609219598401e-19,2.1012469245584265e-20,-1.4029596559908644e-19,0.010001155155236025,-0.0004927962836400627,2.2137092408104282e-05,-4.677609219598401e-19,-0.0004927962836400627,0.3588900528400097,-0.01879316600000085,2.1012469245584265e-20,2.2137092408104282e-05,-0.01879316600000085,0.0010186200000000913
44.24,0.010149120000000731,-1.4038427467318838e-19,-4.908043173501952e-19,2.2195883867452243e-20,-1.4038427467318838e-19,0.010001222119709784,-0.0005170730008212179,2.338384539725612e-05,-4.908043173501952e-19,-0.0005170730008212179,0.3596422269280098,-0.018813538400000857,2.2195883867452243e-20,2.338384539725612e-05,-0.018813538400000857,0.0010186400000000914
44.26,0.010149280000000732,-1.4062013700674567e-19,-4.610823707355959e-19,2.0619501959695417e-20,-1.4062013700674567e-19,0.010001133633622188,-0.00048576028497301297,2.172309284339765e-05,-4.610823707355959e-19,-0.00048576028497301297,0.36039521592000967,-0.018833911200000854,2.0619501959695417e-20,2.172309284339765e-05,-0.018833911200000854,0.0010186600000000915
44.28,0.010149440000000733,-1.4024544638858505e-19,-6.272644947530432e-19,2.927342567180126e-20,-1.4024544638858505e-19,0.010001688378320764,-0.0006608367594679067,3.084018930019939e-05,-6.272644947530432e-19,-0.0006608367594679067,0.3611490198320098,-0.018854284400000858,2.927342567180126e-20,3.084018930019939e-05,-0.018854284400000858,0.0010186800000000916
44.3,0.010149600000000734,-1.408026948820853e-19,-5.049340744234124e-19,2.286312475537739e-20,-1.408026948820853e-19,0.010001261304938253,-0.0005319590065722842,2.4086798154584654e-05,-5.049340744234124e-19,-0.0005319590065722842,0.3619036386800097,-0.018874658000000856,2.286312475537739e-20,2.4086798154584654e-05,-0.018874658000000856,0.0010187000000000917
44.32,0.010149760000000735,-1.3957850211926126e-19,-8.538509800166907e-19,4.1017690401332376e-20,-1.3957850211926126e-19,0.010002711018583956,-0.000899550539561268,4.3213027092097894e-05,-8.538509800166907e-19,-0.000899550539561268,0.36265907248000984,-0.01889503200000086,4.1017690401332376e-20,4.3213027092097894e-05,-0.01889503200000086,0.0010187200000000918
44.34,0.010149920000000735,-1.393911147271457e-19,-9.205880046579743e-19,4.4448463840257514e-20,-1.393911147271457e-19,0.010003068435268636,-0.0009698594434915612,4.682742137204268e-05,-9.205880046579743e-19,-0.0009698594434915612,0.36341532124800996,-0.018915406400000865,4.4448463840257514e-20,4.682742137204268e-05,-0.018915406400000865,0.001018740000000092
44.36,0.010150080000000736,-1.3927545726945523e-19,-9.703556935031993e-19,4.698990703851851e-20,-1.3927545726945523e-19,0.01000335028291056,-0.0010222907838556192,4.9504886941286744e-05,-9.703556935031993e-19,-0.0010222907838556192,0.3641723850000098,-0.018935781200000862,4.698990703851851e-20,4.9504886941286744e-05,-0.018935781200000862,0.001018760000000092
44.38,0.010150240000000737,-1.3994378108987633e-19,-8.743763880116797e-19,4.195566372574332e-20,-1.3994378108987633e-19,0.010002806189260345,-0.0009211745023706174,4.4201202347282877e-05,-8.743763880116797e-19,-0.0009211745023706174,0.36493026375201,-0.018956156400000868,4.195566372574332e-20,4.4201202347282877e-05,-0.018956156400000868,0.001018780000000092
44.4,0.010150400000000738,-1.389639635131676e-19,-1.0764738599443726e-18,5.239909896324244e-20,-1.389639635131676e-19,0.01000399844834352,-0.0011340885754064865,5.520358803592125e-05,-1.0764738599443726e-18,-0.0011340885754064865,0.36568895752000985,-0.018976532000000865,5.239909896324244e-20,5.520358803592125e-05,-0.018976532000000865,0.0010188000000000922
44.42,0.010150560000000738,-1.3937467580681157e-19,-1.0349039437808605e-18,5.018984049375712e-20,-1.3937467580681157e-19,0.010003725754028003,-0.001090293766488339,5.287608628823108e-05,-1.0349039437808605e-18,-0.001090293766488339,0.36644846632001,-0.01899690800000087,5.018984049375712e-20,5.287608628823108e-05,-0.01899690800000087,0.0010188200000000923
44.44,0.01015072000000074,-1.387989887998064e-19,-1.1518167976039036e-18,5.619241190195352e-20,-1.387989887998064e-19,0.010004492252784682,-0.0012134639954855702,5.9199925547503886e-05,-1.1518167976039036e-18,-0.0012134639954855702,0.36720879016800984,-0.019017284400000868,5.619241190195352e-20,5.9199925547503886e-05,-0.019017284400000868,0.0010188400000000924
44.46,0.01015088000000074,-1.3962153076278419e-19,-1.0464405277803002e-18,5.068261077821932e-20,-1.3962153076278419e-19,0.010003785686974107,-0.0011024478081235515,5.3395230478074444e-05,-1.0464405277803002e-18,-0.0011024478081235515,0.3679699290800099,-0.019037661200000874,5.068261077821932e-20,5.3395230478074444e-05,-0.019037661200000874,0.0010188600000000925
44.48,0.01015104000000074,-1.3976279133876363e-19,-1.0492253599824034e-18,5.077415160094032e-20,-1.3976279133876363e-19,0.010003796865891371,-0.0011053816892908957,5.3491670721627185e-05,-1.0492253599824034e-18,-0.0011053816892908957,0.36873188307200977,-0.019058038400000872,5.077415160094032e-20,5.3491670721627185e-05,-0.019058038400000872,0.0010188800000000926
44.5,0.010151200000000742,-1.3993542859936417e-19,-1.046768025203735e-18,5.0594843130820326e-20,-1.3993542859936417e-19,0.010003774988790383,-0.0011027928337671946,5.330276535661702e-05,-1.046768025203735e-18,-0.0011027928337671946,0.36949465216000993,-0.01907841600000088,5.0594843130820326e-20,5.330276535661702e-05,-0.01907841600000088,0.0010189000000000927
44.52,0.010151360000000742,-1.4003559163650603e-19,-1.0564158453637155e-18,5.1040288736913594e-20,-1.4003559163650603e-19,0.0100038294648568,-0.0011129570217035143,5.377205197065658e-05,-1.0564158453637155e-18,-0.0011129570217035143,0.37025823636001004,-0.019098794000000884,5.1040288736913594e-20,5.377205197065658e-05,-0.019098794000000884,0.0010189200000000928
44.54,0.010151520000000743,-1.4025927608418498e-19,-1.0454106036634679e-18,5.042059611918368e-20,-1.4025927608418498e-19,0.010003753808436289,-0.0011013627607128363,5.3119192347973735e-05,-1.0454106036634679e-18,-0.0011013627607128363,0.3710226356880099,-0.01911917240000088,5.042059611918368e-20,5.3119192347973735e-05,-0.01911917240000088,0.0010189400000000929
44.56,0.010151680000000744,-1.4002838671944856e-19,-1.1090808980861307e-18,5.3646301946257343e-20,-1.4002838671944856e-19,0.010004157055393297,-0.001168440797797026,5.651754344801384e-05,-1.1090808980861307e-18,-0.001168440797797026,0.37178785016001004,-0.019139551200000885,5.3646301946257343e-20,5.651754344801384e-05,-0.019139551200000885,0.001018960000000093
44.58,0.010151840000000745,-1.3982446240609494e-19,-1.1654410986483833e-18,5.648955045742764e-20,-1.3982446240609494e-19,0.010004531894083419,-0.001227817492339866,5.951296746483704e-05,-1.1654410986483833e-18,-0.001227817492339866,0.37255387979200993,-0.019159930400000882,5.648955045742764e-20,5.951296746483704e-05,-0.019159930400000882,0.001018980000000093
44.6,0.010152000000000745,-1.4028645963965145e-19,-1.118480977871444e-18,5.401889410242895e-20,-1.4028645963965145e-19,0.010004205169970607,-0.0011783439858716383,5.69100773713384e-05,-1.118480977871444e-18,-0.0011783439858716383,0.37332072460001003,-0.019180310000000887,5.401889410242895e-20,5.69100773713384e-05,-0.019180310000000887,0.0010190000000000932
44.62,0.010152160000000746,-1.3980847260046063e-19,-1.2153423065558792e-18,5.893483479958869e-20,-1.3980847260046063e-19,0.0100048687396907,-0.0012803894979339443,6.208912759213313e-05,-1.2153423065558792e-18,-0.0012803894979339443,0.37408838460000987,-0.019200690000000884,5.893483479958869e-20,6.208912759213313e-05,-0.019200690000000884,0.0010190200000000933
44.64,0.010152320000000747,-1.3871552912265183e-19,-1.386658354417751e-18,6.76584538196154e-20,-1.3871552912265183e-19,0.010006180179365986,-0.0014608746726264164,7.127964956850724e-05,-1.386658354417751e-18,-0.0014608746726264164,0.37485685980801003,-0.01922107040000089,6.76584538196154e-20,7.127964956850724e-05,-0.01922107040000089,0.0010190400000000934
44.66,0.010152480000000748,-1.4026648200408592e-19,-1.1948931057836197e-18,5.776630471938369e-20,-1.4026648200408592e-19,0.010004706216843275,-0.0012588458210877535,6.0858055790679625e-05,-1.1948931057836197e-18,-0.0012588458210877535,0.3756261502400099,-0.019241451200000887,5.776630471938369e-20,6.0858055790679625e-05,-0.019241451200000887,0.0010190600000000935
44.68,0.010152640000000749,-1.4144524077239088e-19,-1.0313457961026836e-18,4.9338046228140875e-20,-1.4144524077239088e-19,0.010003624368896903,-0.001086545180682792,5.1978702541929934e-05,-1.0313457961026836e-18,-0.001086545180682792,0.37639625591201,-0.019261832400000893,4.9338046228140875e-20,5.1978702541929934e-05,-0.019261832400000893,0.0010190800000000936
44.7,0.01015280000000075,-1.4097791876231812e-19,-1.13462393275467e-18,5.456738836445437e-20,-1.4097791876231812e-19,0.010004276702777344,-0.0011953509392103054,5.748792798098644e-05,-1.13462393275467e-18,-0.0011953509392103054,0.3771671768400101,-0.019282214000000897,5.456738836445437e-20,5.748792798098644e-05,-0.019282214000000897,0.0010191000000000937
44.72,0.01015296000000075,-1.4154659408969223e-19,-1.0678646699229477e-18,5.110215139517477e-20,-1.4154659408969223e-19,0.010003837590977338,-0.0011250186068637238,5.383722562381145e-05,-1.0678646699229477e-18,-0.0011250186068637238,0.37793891304001,-0.019302596000000897,5.110215139517477e-20,5.383722562381145e-05,-0.019302596000000897,0.0010191200000000938
44.74,0.010153120000000751,-1.4235822855724058e-19,-9.51508668464708e-19,4.511338199893456e-20,-1.4235822855724058e-19,0.010003142516449936,-0.0010024350339188227,4.7527927083695485e-05,-9.51508668464708e-19,-0.0010024350339188227,0.37871146452801013,-0.0193229784000009,4.511338199893456e-20,4.7527927083695485e-05,-0.0193229784000009,0.0010191400000000939
44.76,0.010153280000000752,-1.431722107094293e-19,-8.176851107049815e-19,3.8246279731549205e-20,-1.431722107094293e-19,0.010002444968585811,-0.0008614490112917626,4.0293285800355674e-05,-8.176851107049815e-19,-0.0008614490112917626,0.37948483132001,-0.019343361200000898,3.8246279731549205e-20,4.0293285800355674e-05,-0.019343361200000898,0.001019160000000094
