time,x,y,yaw,bias_z,P_xx,P_yy,P_yaw,P_bias,info_eig_0,info_eig_1,info_eig_2,min_info_eigenvalue
120.4,0.3122101706210929,-0.0004728894625627942,0.010274536961752428,-0.0019635135255030357,2.025078319221556e-08,5.205637936955684e-10,8.589095549809116e-10,2.788383957491641e-06,151.72527542088295,844.0323082520201,3637.681414800448,151.72527542088295
120.5,0.3122087787332993,-0.00047287586095039994,0.010274903733109134,-0.0019636881374925784,1.9643261175601203e-08,5.182406391634616e-10,8.329570029336716e-10,2.7883784327770684e-06,152.69852365201538,842.9594237080012,3636.0146326568556,152.69852365201538
120.6,0.312207217779628,-0.0004728639976718948,0.01027497715355559,-0.0019637295944271277,1.907114162707141e-08,5.159408149521805e-10,8.085225999106716e-10,2.7883732225637643e-06,152.69522361629092,842.961343029888,3636.7576152687716,152.69522361629092
120.7,0.3122048901569796,-0.00047293229649532836,0.010274596443576194,-0.0019635438388355938,1.8531381237747184e-08,5.136637676229776e-10,7.854867001241666e-10,2.7883683022034284e-06,152.7025249961735,842.9567981300897,3635.903911263388,152.7025249961735
120.8,0.31220343310707,-0.00047294934138590166,0.010274608039671992,-0.001963548493151829,1.802131737599642e-08,5.114089097739285e-10,7.637302315727045e-10,2.788363647164605e-06,152.707419181882,842.9578209994768,3635.436846964557,152.707419181882
120.9,0.3122020295986396,-0.00047294707006763695,0.010274651469604743,-0.001963573069108839,1.753855291139514e-08,5.091757940791417e-10,7.431445133569529e-10,2.788359234982326e-06,152.71632171307095,842.9510558648707,3635.884642826333,152.71632171307095
121.0,0.312200984547155,-0.000472943900284194,0.010274717410666651,-0.00196360705220029,1.708096042841474e-08,5.069639572200593e-10,7.23639281577557e-10,2.78835504696733e-06,152.72278309134774,842.9423166013634,3635.9998930764677,152.72278309134774
121.1,0.31219965780148673,-0.0004729167314955133,0.010274883813161956,-0.0019636944762485248,1.664663877840915e-08,5.047729520491912e-10,7.051315864272752e-10,2.7883510660530416e-06,152.72296328084383,842.944117594778,3636.1222762822085,152.72296328084383
121.2,0.3122075030206197,-0.0004728721753985029,0.01027451666947301,-0.0019635173390800636,1.6233844291776402e-08,5.026023750513842e-10,6.875455496083828e-10,2.788347276586586e-06,152.7279051722263,842.9417748584802,3636.5108343230013,152.7279051722263
121.3,0.3122065422566753,-0.0004728771690206509,0.010274558012266203,-0.0019635375242667307,1.5841179480259287e-08,5.004516113293602e-10,6.708137630163199e-10,2.788343664559054e-06,152.6669792015305,842.9987158759154,3636.947281338181,152.6669792015305
121.4,0.3122051522879384,-0.00047285397454731895,0.010274859413431687,-0.0019636852556016915,1.5467022995843768e-08,4.983203519772683e-10,6.548761692077233e-10,2.7883402177203915e-06,152.682428940687,842.9909674107787,3637.2283561256645,152.682428940687
121.5,0.3121715628952446,-0.0004734428810084399,0.01027970639479592,-0.0019658141505147233,1.5435339110602873e-08,4.981440848356728e-10,6.536675610587515e-10,2.7883399526058125e-06,157.72785915499145,832.7825507910978,3369.02147019707,157.72785915499145
121.6,0.3121677670801002,-0.00047356830598053697,0.010278980004211232,-0.00196545922502546,1.5059671772369198e-08,4.960356948645375e-10,6.393659397382766e-10,2.788336877455877e-06,161.0493022366187,837.0477232724471,3423.1928497694216,161.0493022366187
121.7,0.3121665243628375,-0.00047357510145818767,0.01027896324176318,-0.001965453354265671,1.4701887973287781e-08,4.93946822120419e-10,6.256788891454878e-10,2.7883339288233417e-06,161.04490887320782,837.0517202844416,3423.005546769053,161.04490887320782
121.8,0.31407612197876367,-0.00045399837405711205,0.010275915632109403,-0.0019107504379767364,4.346709315243145e-07,5.357910596084077e-10,2.7117149786436033e-08,2.7781161185932927e-06,161.05227606322234,837.050938221848,3423.0057003446973,161.05227606322234
121.9,0.314054016599,-0.00045422358236902666,0.01027590527116514,-0.00191074633194325,2.5552101469147564e-07,5.147991661723314e-10,1.407501533032457e-08,2.7754505441080307e-06,161.05897480406838,837.0469563245767,3423.2607372589446,161.05897480406838
122.0,0.31403983033991445,-0.00045434916999661373,0.010276796318943696,-0.001911154895036161,1.8094331429165595e-07,5.049091928655023e-10,9.503966260441721e-09,2.7745162081430975e-06,161.06560594124275,837.0430257672808,3423.451782227462,161.06560594124275
122.1,0.3140047127315688,-0.00045480327557301763,0.010268788167387044,-0.0019075082321294585,1.4006241847572428e-07,4.986079077757187e-10,7.17463138661817e-09,2.7740400121716118e-06,161.07528114778026,837.0346635692802,3422.424645012903,161.07528114778026
122.2,0.31409633678180443,-0.0004537591576940748,0.010282887755563172,-0.0019139112303286664,1.1425032110751412e-07,4.939189746545323e-10,5.762355243648531e-09,2.7737512372902096e-06,161.07039714738303,837.0377973546038,3422.490061192665,161.07039714738303
122.3,0.31408932021029695,-0.00045381639694794983,0.010282943858504399,-0.00191394082074766,9.6432299021254e-08,4.90086159919568e-10,4.8140212883020005e-09,2.7735572784769454e-06,161.45908828872885,836.6028456633585,3425.643448665978,161.45908828872885
122.4,0.31408283166366646,-0.00045387358796307545,0.01028310220977458,-0.0019140151068589408,8.345032834709272e-08,4.867897059951188e-10,4.13378847909715e-09,2.7734181132621228e-06,161.08994286957278,837.0016200128465,3424.9976879618816,161.08994286957278
122.5,0.31407644454189537,-0.00045393939851461307,0.010282844995159537,-0.001913898785486567,7.354873759138914e-08,4.838350256074325e-10,3.621953374423283e-09,2.773313364628241e-06,161.0967401875854,836.996558440635,3425.3010764404876,161.0967401875854
122.6,0.3140917145100553,-0.0004538394047311223,0.010277484428655888,-0.0019114592655020165,6.574736818479407e-08,4.811184282287526e-10,3.2231434060266935e-09,2.773231715849413e-06,161.1071109444375,836.9892206427603,3422.9310229558478,161.1071109444375
122.7,0.31408668714494886,-0.0004538721706203852,0.010277616932550585,-0.0019115245369876732,5.94432182177213e-08,4.785745414554618e-10,2.903508098353134e-09,2.7731662494117527e-06,161.07802158348957,837.0190873863451,3422.2694459367367,161.07802158348957
